ruta_final
"[[81, 168, 12, 17], [179, 70, 19, 133, 165, 77, 38, 119, 129, 40, 76, 151], [3, 55, 72, 18, 146, 135, 92, 148, 118], [61, 86, 64, 82, 121, 140, 94, 142, 114, 156, 186, 66, 193], [87, 4, 127, 152], [58, 27, 99, 178, 71, 10, 31, 131, 80, 169], [101, 28, 93, 22, 199, 190, 43, 184, 192], [95, 126, 153, 15, 154, 124, 166, 20, 88, 37, 174, 173, 21, 172], [134, 84, 14, 78, 53, 198, 104, 23, 183, 145, 73, 147, 188], [103, 5, 79, 83, 167, 102, 8, 176], [196, 141, 91, 113, 68, 42, 136, 197, 158], [6, 112, 33, 105, 16, 117, 182, 49, 74, 144, 24, 107], [187, 97, 32, 106, 181, 63, 116, 62, 67, 159], [54, 139, 2, 157, 194, 1, 191, 195], [120, 171, 138, 36, 122, 155, 47], [130, 39, 57, 189, 75, 56, 163, 162, 110, 25], [164, 85, 170, 11, 52, 180, 132, 35, 7, 51], [143, 89, 137, 185, 90, 41, 115, 160, 96], [150, 108, 69, 177, 128, 123, 13, 149, 100, 50, 109, 9, 161, 44], [60, 26, 175, 34, 29, 59, 48, 30, 125], [46, 65, 111, 45, 98]]"
"[[9, 75, 162, 189, 80, 38, 119, 77, 10, 71], [150, 165, 170, 164, 85, 134, 84, 69, 7], [120, 171, 173, 21], [54, 30, 48, 47, 155, 122, 166, 154, 15, 60, 95, 126], [73, 135, 92, 145, 24, 144, 74, 49, 182], [87, 58, 111, 4], [33, 104, 183, 116, 62, 115, 190, 43, 197, 192, 159, 67], [127, 175, 34, 65, 46, 72, 18, 146, 147, 181], [112, 194, 66, 103, 124, 20, 37, 138, 36, 88, 59, 139, 152], [27, 13, 123, 83, 99, 179, 8, 102, 178, 176], [199, 68, 42, 113, 143, 41, 136], [129, 131, 31, 163, 148, 56, 25, 110, 118, 161], [98, 5, 140, 94, 114, 142, 91, 141, 22, 156, 28, 93], [101, 64, 82, 121, 174, 172, 187, 97, 40, 100, 149, 26, 81], [86, 186, 196, 17, 168, 130, 12, 50, 169, 109, 39, 57, 76], [78, 19, 177, 133, 14, 11, 52, 108, 51], [188, 107, 63, 198, 158, 191, 1, 2, 157], [105, 193, 195, 53, 184, 90, 137, 89, 185, 160, 23], [96, 16, 117, 55, 3, 32, 106, 44, 151, 6, 61], [125, 45, 29, 153, 79, 35, 132, 180, 128, 70, 167]]"
"[[188, 117, 18, 73, 145, 24, 107, 63, 55, 3], [169, 129, 71, 7, 132, 108, 69, 177, 133, 14, 180], [141, 91, 156, 28, 93, 22, 142, 114, 113, 136, 193], [158, 197, 43, 190, 90, 41, 143, 184, 192], [112, 94, 140, 121, 82, 174, 138, 88, 37, 98, 125], [74, 144, 116, 62, 115, 160, 104, 67, 198, 53], [44, 106, 181, 147, 161, 38, 150, 26], [185, 137, 89, 68, 42, 199, 195, 33, 105, 96, 17, 168, 81], [79, 15, 155, 122, 36, 47, 86, 66, 194, 196, 1, 191, 61], [40, 12, 50, 51, 35, 178, 102, 8, 176, 34], [100, 119, 77, 10, 131, 80, 189, 110, 25, 56], [126, 60, 127], [83, 123, 13, 179, 99, 167, 65, 57, 39, 109], [183, 23, 186, 64, 21, 173, 171, 172, 101, 2, 157], [32, 72, 118, 146, 135, 92, 148, 163, 9, 130], [54, 30, 166, 20, 124, 154, 49, 182, 159, 16], [187, 97, 162, 75, 31, 165, 164, 85, 134, 78, 46], [6], [87, 45, 29, 5, 103, 59, 48, 120, 139, 152], [95, 151, 76, 149, 70, 128, 19, 84, 170, 11, 52, 175], [111, 58, 153, 27, 4]]"
"[[157, 2, 66, 158, 197, 136, 199, 42, 68, 143, 41], [126, 95, 104, 160, 115, 90, 141, 22, 93, 186, 86], [127, 4, 125, 45, 29, 98, 87], [188, 16, 182, 49, 117, 12, 50, 169, 189, 75, 162, 110, 56, 25, 118, 72], [76, 187, 32, 106, 181, 63, 183, 62, 116, 74, 144], [97, 161, 92, 135, 73, 44, 55, 151], [88, 124, 138, 155, 36, 37, 20, 166, 122], [51, 178, 70, 128, 123, 154, 15, 5, 103, 47, 174], [11, 164, 170, 85, 84, 134, 14, 133], [60, 149, 7, 150, 77, 80, 57, 109, 39, 130, 40], [61, 196, 91, 142, 114, 94, 21, 28, 191, 1, 156, 64, 101], [8, 102, 35, 132, 180, 108, 69, 177, 19, 78, 176], [34, 46, 65, 175, 195, 23, 190, 43, 184, 192, 193], [111, 27, 58, 167, 179, 99, 79, 153, 13, 83], [107, 24, 145, 148, 163, 31, 131, 100, 26, 81], [6, 96, 105, 33, 17, 168, 71, 10, 129], [198, 53, 194, 112, 152], [54, 139, 30, 120, 172, 171, 59, 48], [159, 67, 185, 137, 89, 113, 140, 82, 121, 173], [119, 165, 52, 38, 9, 147, 146, 18, 3]]"
"[[156, 114, 142, 91, 43, 199, 190, 41, 68, 42, 184, 192, 105, 6], [51, 132, 180, 35, 8, 45, 59, 47, 171, 48], [193, 194, 1, 191, 136, 197, 158], [108, 84, 134, 85, 11, 52, 71, 50], [13, 123, 70, 128, 102, 178, 78, 19, 177, 133, 14, 69, 7], [12, 10, 77, 129, 169, 57, 131, 80, 39, 109], [188, 3, 151, 17, 81, 168], [126, 60, 175, 34, 127], [18, 92, 148, 135, 146, 116, 185, 137, 89, 62, 160], [150, 170, 164, 165, 38, 119, 111, 174, 36, 155], [106, 56, 75, 31, 189, 162, 25, 110, 163, 118, 72], [5, 37, 166, 20, 83, 149, 100, 26], [86, 101, 28, 64, 93, 22, 186, 196, 66, 61], [103, 88, 138, 122, 140, 94, 157, 2, 54], [112, 141, 113, 143, 90, 115, 30, 29, 79, 15, 124, 154, 153], [44, 55, 182, 183, 23, 104, 96], [4, 87, 125, 98, 173, 121, 82, 21, 172, 120, 139, 152], [24, 145, 73, 147, 181, 67, 159, 198, 53, 195, 33], [95, 76, 40, 130, 97, 9, 161, 32, 187], [58, 27, 179, 99, 167, 65, 176, 46], [49, 74, 144, 107, 63, 117, 16]]"
"[[48, 59, 47, 173, 171], [152, 101, 28, 156, 114, 22, 192, 181, 147, 73, 145, 117], [151, 3, 55, 44, 106, 63, 116, 62, 185, 115, 184], [66, 186, 93, 94, 174, 155, 103, 5, 37, 124, 15, 154], [67, 104, 49, 182, 2, 157], [78, 19, 128, 123, 13, 83, 111, 127], [95, 126, 6], [125, 98, 88, 138, 122, 36, 20, 166], [158, 197, 190, 43, 160, 183, 144, 74, 24, 107], [176, 35, 7, 51, 132, 177, 133, 14, 149, 60, 96, 188], [45, 29, 79, 153, 178, 180, 150, 100, 81, 26], [33, 191, 141, 91, 142, 140, 82, 121, 21, 172], [34, 175, 46, 65, 99, 179, 27, 58, 139, 86, 112], [54, 30, 120, 64, 196, 194, 193, 61], [17, 40, 130, 109, 39, 57, 80, 131, 129], [71, 77, 38, 119, 10, 9, 161, 32, 97, 187, 76], [53, 198, 195, 105, 102, 8, 70, 167], [52, 11, 170, 134, 84, 69], [16, 159, 23, 41, 42, 68, 143, 90, 137, 89, 113, 199, 136, 1], [168, 12, 50, 169, 189, 162, 75, 31, 165, 164, 85, 108], [4, 87], [110, 56, 25, 118, 72, 146, 18, 135, 92, 148, 163]]"
"[[161, 56, 25, 75, 162, 110, 97], [37, 20, 124, 154, 103, 5, 59], [41, 143, 42, 68, 137, 89, 113, 142, 114, 156], [175, 102, 8, 46, 1, 136, 197, 191, 194, 66, 112], [80, 131, 165, 164, 85, 134, 84, 69, 180, 132], [126, 168, 81, 50, 12, 130, 40, 76, 95], [169, 129, 38, 52, 170, 11, 108, 150, 71], [55, 18, 146, 73, 147, 181, 3], [187, 109, 39, 9, 17], [149, 51, 48, 120, 171, 173, 82, 121, 21, 139], [155, 122, 36, 166, 138, 174, 140, 94, 186, 53, 198, 195], [111, 58, 27, 178, 177, 14, 133, 19, 78], [87, 4, 54, 2, 157, 30, 45, 98, 125], [57, 189, 31, 163, 148, 145, 49, 172, 47, 88, 15, 79, 153, 29], [115, 185, 90, 184, 158], [61, 33, 105, 104, 67, 96], [196, 91, 141, 22, 93, 28, 64, 101, 86], [179, 99, 167, 119, 77, 10], [34, 65, 176, 128, 70, 13, 83, 123, 35, 7, 100, 151, 117, 159, 188, 6], [32, 118, 135, 92, 72, 106, 44, 183, 23, 160, 190, 43, 199, 193], [16, 182, 63, 107, 24, 144, 74, 116, 62, 192], [152, 26, 60, 127]]"

ESTADÍSTICAS
operador,Swap
instancia,CMT5.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,2185346.2299
mejor_costo,1865.40
mejor_ruta,"[[187, 32, 106, 147, 24, 107, 181, 44, 55, 188], [132, 180, 35, 102, 8, 176, 46, 65, 34], [179, 70, 128, 19, 177, 69, 108, 84, 170, 11, 52, 150], [88, 138, 37, 20, 166, 122, 174], [63, 74, 49, 139, 30, 125, 98, 45], [193, 33, 105, 117, 3, 151, 95, 126], [175, 178, 78, 133, 14, 7, 51, 60], [81, 168, 9, 110, 25, 56, 146, 135, 18, 73], [141, 91, 113, 142, 22, 186, 86, 112, 61, 6], [149, 134, 85, 164, 165, 38, 119, 71, 100, 26], [97, 161, 118, 72, 76, 127, 4, 87], [67, 159, 198, 53, 192, 184, 160, 62, 115], [143, 89, 137, 185, 90, 41, 93, 156, 64, 28, 101], [94, 21, 173, 171, 48, 29, 79, 153, 99, 27, 58], [111, 167, 13, 123, 83, 59, 82, 121, 140, 114, 191, 1, 196, 66], [54, 120, 172, 47, 155, 36, 103, 5, 15, 124, 154], [96, 23, 116, 144, 145, 92, 148, 163, 162, 75, 109, 130, 40], [152, 157, 2, 194, 195, 104, 183, 182, 16], [50, 129, 10, 77, 169, 158, 199, 42, 68, 190, 43, 136, 197], [80, 131, 31, 189, 57, 39, 12, 17]]"
peor_costo,2012.81
peor_ruta,"[[146, 73, 18, 147, 181, 49, 184, 1, 191, 193], [7, 132, 35, 176, 46, 175], [2, 157, 195, 183, 116, 62, 185, 137, 89, 142, 114, 156], [198, 192, 53], [91, 113, 42, 199, 136, 194, 167, 179, 99, 34], [4, 87, 111, 58, 153, 124, 166, 122, 36], [30, 59, 88, 138, 20, 37, 103, 5, 155, 47, 171], [38, 165, 75, 162, 56, 25, 110, 131, 77, 119], [8, 102, 178, 177, 14, 19, 78, 128, 70, 65], [66, 196, 68, 143, 190, 43, 197, 158, 33, 61], [168, 12, 130, 40, 44, 63, 74, 144], [152, 54, 151, 3, 55, 67, 159, 182, 16], [6, 112, 86, 93, 22, 186], [104, 23, 160, 115, 90, 41, 141, 28, 101], [117, 107, 24, 145, 135, 148, 163, 31, 80, 10, 129, 71], [173, 174, 82, 121, 105, 188, 96, 64, 94, 140, 21], [125, 27, 123, 13, 83, 79, 15, 154, 29, 98], [76, 9, 161, 97, 106, 72, 92, 118, 32, 187, 17, 95], [139, 172, 120, 48, 45, 180, 150, 108, 52, 170, 134, 84, 133], [126, 60, 51, 149, 127], [57, 189, 39, 109, 169, 50, 100, 26, 81], [69, 85, 164, 11]]"
promedio,1929.39
desviacion_tipica,31.23
